"Word","Bigram","Conc.M","Conc.SD","Unknown","Total","Percent_known","SUBTLEX","Dom_Pos","Dom_Pos_s"
"pocketing",0,3.32,1.42,1,29,0.97,4,"Verb","v"
"pocketknife",0,4.93,0.25,0,30,1,17,"Noun","n"
"pockmark",0,4.36,1.28,1,29,0.97,1,"Noun","n"
"pod",0,4.63,0.63,0,27,1,408,"Noun","n"
"podcast",0,3.36,1.45,1,29,0.97,2,"Noun","n"
"podiatrist",0,4.63,0.88,0,27,1,10,"Noun","n"
"podiatry",0,2.88,1.45,2,28,0.93,0,"#N/A","f"
"podium",0,4.89,0.31,1,29,0.97,65,"Noun","n"
"poem",0,4.03,1.11,0,31,1,696,"Noun","n"
"poet",0,4.36,1.06,0,28,1,470,"Noun","n"
"poetess",0,3.78,1.44,4,27,0.85,10,"Noun","n"
"poetic",0,1.88,1.13,0,25,1,137,"Adjective","a"
"poetical",0,1.71,0.95,0,24,1,2,"Adjective","a"
"poetically",0,2.11,1.22,2,29,0.93,5,"Adverb","r"
"poeticize",0,2.04,1.43,2,29,0.93,0,"#N/A","f"
"poetics",0,2.52,1.33,1,30,0.97,0,"#N/A","f"
"poetry",0,3.5,1.37,0,28,1,682,"Noun","n"
"pogo",0,3.96,1.46,3,28,0.89,31,"Noun","n"
"pogo stick",1,4.96,0.19,0,28,1,0,"#N/A","f"
"poignancy",0,1.65,0.89,1,27,0.96,2,"Noun","n"
"poignant",0,1.63,1.04,3,30,0.9,26,"Adjective","a"
"poignantly",0,1.93,1.27,0,27,1,1,"Adverb","r"
"poinsettia",0,4.92,0.28,1,25,0.96,3,"Noun","n"
"point",0,3.39,1.13,0,28,1,12063,"Noun","n"
"pointed",0,3.57,1.37,0,28,1,387,"Verb","v"
"pointedly",0,2.22,1.15,1,28,0.96,2,"Adverb","r"
"pointer",0,4.11,1.17,0,28,1,55,"Noun","n"
"pointing",0,4.07,1.39,0,30,1,425,"Verb","v"
"pointless",0,1.93,1.2,0,30,1,183,"Adjective","a"
"pointlessly",0,1.4,0.67,0,30,1,0,"#N/A","f"
"pointlessness",0,1.48,0.87,1,30,0.97,0,"#N/A","f"
"pointy",0,3.97,1.21,0,29,1,104,"Adjective","a"
"poise",0,2.39,1.31,0,28,1,56,"Noun","n"
"poised",0,2.21,1.03,1,29,0.97,64,"Verb","v"
"poison",0,4.27,1.01,0,30,1,1252,"Noun","n"
"poisoner",0,3.7,1.32,0,27,1,18,"#N/A","f"
"poisoning",0,3.41,1.43,0,29,1,302,"Noun","n"
"poisonous",0,2.74,1.35,0,27,1,170,"Adjective","a"
"poisonously",0,2.44,1.25,2,29,0.93,0,"#N/A","f"
"poke",0,4.22,1.31,0,27,1,298,"Verb","v"
"poke at",1,3.78,1.45,0,27,1,0,"#N/A","f"
"poked",0,3.8,1.13,0,30,1,67,"Verb","v"
"poker",0,4.2,1.19,0,30,1,819,"Noun","n"
"poker face",1,3.41,1.05,0,27,1,0,"#N/A","f"
"poker game",1,4.61,0.74,0,28,1,0,"#N/A","f"
"pokiness",0,2.73,1.55,4,26,0.85,0,"#N/A","f"
"poking",0,3.85,1.23,0,27,1,191,"Verb","v"
"polar",0,3.18,1.49,0,28,1,135,"Adjective","a"
"polar bear",1,5,0,0,25,1,0,"#N/A","f"
"polarity",0,2.19,1.21,1,28,0.96,18,"Noun","n"
"polarization",0,2.56,1.45,1,28,0.96,4,"Noun","n"
"polarize",0,3.03,1.43,0,29,1,1,"Verb","v"
"polaroid",0,4.73,0.69,0,30,1,73,"#N/A","f"
"pole",0,4.66,1.04,0,29,1,642,"Noun","n"
"pole dancing",1,4.39,1.03,0,23,1,0,"#N/A","f"
"pole position",1,3.58,1.39,3,29,0.9,0,"#N/A","f"
"police",0,4.79,0.49,0,29,1,12044,"Noun","n"
"police academy",1,4.33,1.12,0,30,1,0,"#N/A","f"
"police car",1,4.96,0.19,0,27,1,0,"#N/A","f"
"police force",1,4.43,1,1,29,0.97,0,"#N/A","f"
"police officer",1,4.67,0.88,0,30,1,0,"#N/A","f"
"police state",1,3.15,1.59,0,27,1,0,"#N/A","f"
"police station",1,4.96,0.19,0,27,1,0,"#N/A","f"
"policed",0,3.08,1.38,0,26,1,4,"Verb","v"
"policeman",0,4.93,0.26,0,29,1,598,"Noun","n"
"policewoman",0,4.89,0.42,1,28,0.96,23,"Noun","n"
"policy",0,2.76,1.45,0,25,1,1378,"Noun","n"
"policy maker",1,3.5,1.4,0,28,1,0,"#N/A","f"
"policyholder",0,3.4,1.59,0,30,1,3,"Noun","n"
"policymaker",0,3.48,1.55,0,29,1,0,"#N/A","f"
"polio",0,3.59,1.42,0,27,1,45,"Noun","n"
"poliovirus",0,3.33,1.39,1,28,0.96,0,"#N/A","f"
"polish",0,4.23,1.21,0,26,1,493,"Noun","n"
"polished",0,3.59,1.12,0,29,1,102,"Verb","v"
"polisher",0,4.19,1.18,1,28,0.96,5,"Noun","n"
"polite",0,1.85,1.02,5,6064,1,711,"Adjective","a"
"politely",0,2,1.2,0,30,1,87,"Adverb","r"
"politeness",0,1.79,0.92,0,28,1,29,"Noun","n"
"politic",0,2.68,1.52,2,27,0.93,18,"Adjective","a"
"political",0,1.83,1.17,0,29,1,1115,"Adjective","a"
"political party",1,2.85,1.46,0,27,1,0,"#N/A","f"
"political science",1,2.4,1.5,0,30,1,0,"#N/A","f"
"political system",1,3.32,1.36,0,28,1,0,"#N/A","f"
"politically",0,1.89,0.93,0,27,1,150,"Adverb","r"
"politician",0,4.33,1.03,0,30,1,167,"Noun","n"
"politicize",0,1.83,1.27,2,25,0.92,5,"Verb","v"
"politics",0,2.66,1.47,0,29,1,845,"Noun","n"
"polka",0,3.47,1.61,0,30,1,124,"Noun","n"
"poll",0,3.31,1.58,0,29,1,127,"Noun","n"
"poll tax",1,3.75,1.48,1,29,0.97,0,"#N/A","f"
"polled",0,2.34,1.17,0,29,1,13,"Verb","v"
"pollen",0,4.86,0.36,0,28,1,62,"Noun","n"
"pollinate",0,4,0.94,1,29,0.97,7,"Verb","v"
"pollination",0,3.7,1.41,0,27,1,1,"Noun","n"
"pollinator",0,3.68,1.29,3,25,0.88,0,"#N/A","f"
"polling",0,2.52,1.6,1,28,0.96,20,"Noun","n"
"polling place",1,4.52,0.75,0,27,1,0,"#N/A","f"
"polling station",1,4.45,1.15,0,29,1,0,"#N/A","f"
"polltaker",0,4.19,1.33,2,29,0.93,0,"#N/A","f"
"pollutant",0,3.9,1.11,0,29,1,1,"Noun","n"
"pollute",0,2.75,1.38,0,28,1,23,"Verb","v"
"polluted",0,3.34,1.26,0,29,1,50,"Verb","v"
"polluter",0,3.59,1.28,1,28,0.96,2,"Noun","n"
"polluting",0,3.59,1.4,0,29,1,23,"Verb","v"
"pollution",0,3.75,1.08,0,28,1,97,"Noun","n"
"pollywog",0,4.27,1.37,3,29,0.9,4,"Noun","n"
"polo",0,4.43,0.84,0,23,1,178,"Noun","n"
"polo shirt",1,4.85,0.46,1,28,0.96,0,"#N/A","f"
"poltergeist",0,2.92,1.61,2,27,0.93,32,"Noun","n"
"polycarbonate",0,3.43,1.41,1,31,0.97,3,"Adjective","a"
"polychromatic",0,3.16,1.34,4,29,0.86,1,"Adjective","a"
"polyester",0,4.12,1.33,0,25,1,63,"Noun","n"
"polyethylene",0,4.08,1.28,4,28,0.86,6,"Noun","n"
"polygamist",0,3.79,1.17,1,29,0.97,2,"Noun","n"
"polygamous",0,2.14,1.38,1,30,0.97,2,"Adjective","a"
"polygamy",0,2.83,1.67,2,25,0.92,19,"Noun","n"
"polygon",0,4.12,1.28,2,28,0.93,3,"Name","f"
"polygonal",0,3.45,1.6,2,24,0.92,2,"Adjective","a"
"polygraph",0,4.03,1.27,0,29,1,81,"Noun","n"
"polymer",0,4.28,1.02,0,25,1,32,"Noun","n"
"polymorphic",0,2.43,1.03,3,24,0.88,3,"Adjective","a"
"polymorphism",0,2.45,1.53,4,26,0.85,0,"#N/A","f"
"polymorphous",0,2.33,1.31,3,27,0.89,1,"Adjective","a"
"polyp",0,4.04,1.08,4,30,0.87,13,"Noun","n"
"polystyrene",0,4.16,1.18,3,28,0.89,1,"Noun","n"
"polysyllable",0,2.48,1.19,4,29,0.86,0,"#N/A","f"
"polytechnics",0,3.75,1.36,4,28,0.86,0,"#N/A","f"
"polytheism",0,1.86,1.32,3,25,0.88,1,"Noun","n"
"polytheist",0,2.17,1.4,2,26,0.92,1,"Noun","n"
"polytheistic",0,2,1.41,2,29,0.93,0,"#N/A","f"
"polyvinyl",0,3.78,1.44,4,27,0.85,6,"Noun","n"
"pomegranate",0,4.86,0.59,0,28,1,13,"Noun","n"
"pomp",0,2.44,1.39,3,28,0.89,20,"Noun","n"
"pompadour",0,4.21,1.28,4,28,0.86,17,"Name","f"
"pompom",0,4.68,0.69,0,25,1,7,"Noun","n"
"pompous",0,1.96,1.13,1,28,0.96,122,"Adjective","a"
"pompously",0,1.82,0.94,1,29,0.97,1,"Adverb","r"
"pompousness",0,1.92,1.21,3,27,0.89,0,"#N/A","f"
"poncho",0,4.97,0.19,0,29,1,44,"Noun","n"
"pond",0,4.9,0.41,0,29,1,323,"Noun","n"
"ponder",0,2.24,1.27,0,29,1,56,"Verb","v"
"ponderable",0,1.48,0.96,2,27,0.93,0,"#N/A","f"
"pondering",0,1.78,1.01,0,27,1,29,"Verb","v"
"ponderingly",0,2.07,1.28,0,29,1,0,"#N/A","f"
"ponderous",0,1.93,1.04,1,28,0.96,11,"Adjective","a"
"ponderously",0,1.52,0.65,1,26,0.96,0,"#N/A","f"
"pondweed",0,4.33,1.01,4,28,0.86,0,"#N/A","f"
"pontoon",0,4.58,0.93,4,28,0.86,14,"Noun","n"
"pony",0,4.9,0.4,0,31,1,413,"Noun","n"
"ponytail",0,4.77,0.63,0,30,1,51,"Noun","n"
"poo",0,4.6,0.87,3,28,0.89,102,"#N/A","f"
"pooch",0,4.32,1.06,1,29,0.97,66,"Noun","n"
"poodle",0,4.89,0.57,0,28,1,145,"Noun","n"
"poof",0,2.22,1.09,3,30,0.9,110,"Noun","n"
"pool",0,4.77,0.59,0,26,1,2396,"Noun","n"
"pool table",1,4.88,0.59,0,26,1,0,"#N/A","f"
"poolroom",0,4.35,1.02,2,28,0.93,18,"Noun","n"
"poolside",0,4.45,0.63,0,29,1,12,"Noun","n"
"pooltable",0,4.96,0.2,3,29,0.9,0,"#N/A","f"
"poop",0,4.83,0.53,0,30,1,285,"Noun","n"
"pooped",0,3.07,1.52,0,27,1,64,"Verb","v"
"pooper",0,3.96,1.37,3,29,0.9,0,"#N/A","f"
"poor",0,2.7,1.71,0,27,1,6583,"Adjective","a"
"poorhouse",0,3.29,1.61,2,30,0.93,13,"Noun","n"
"poorly",0,2,1.05,0,28,1,133,"Adverb","r"
"poorness",0,2.33,1.24,0,27,1,0,"#N/A","f"
"pop",0,4.22,1.05,1,28,0.96,3441,"Interjection","f"
"pop music",1,3.89,1.1,0,28,1,0,"#N/A","f"
"pop out",1,4.14,0.79,0,29,1,0,"#N/A","f"
"popcorn",0,5,0,0,24,1,465,"Noun","n"
"pope",0,4.71,0.71,1,29,0.97,546,"Noun","n"
"popgun",0,4.65,0.65,4,27,0.85,11,"Noun","n"
"poplar",0,3.78,1.58,2,29,0.93,13,"Noun","n"
"popover",0,3.25,1.48,4,28,0.86,2,"Noun","n"
"popper",0,3.48,1.5,2,29,0.93,20,"Noun","n"
"poppy",0,4.69,0.74,0,26,1,202,"Name","f"
"popsicle",0,4.93,0.26,0,28,1,82,"Noun","n"
"populace",0,2.82,1.56,0,28,1,16,"Noun","n"
"popular",0,2.16,1.24,0,31,1,1177,"Adjective","a"
"popularity",0,2.37,1.39,0,27,1,149,"Noun","n"
"popularization",0,1.81,0.96,1,28,0.96,0,"#N/A","f"
"popularize",0,2.21,1.29,0,28,1,1,"Verb","v"
"popularizer",0,2.12,1.19,4,28,0.86,0,"#N/A","f"
"popularly",0,2,1.22,0,25,1,3,"Adverb","r"
"populate",0,2.67,1.37,0,30,1,12,"Verb","v"
"population",0,3.64,1.28,0,28,1,464,"Noun","n"
"populism",0,1.81,1.06,3,29,0.9,0,"#N/A","f"
"populous",0,2.77,1.45,3,29,0.9,2,"Adjective","a"
"porcelain",0,4.63,0.69,0,27,1,80,"Noun","n"
"porch",0,4.92,0.27,0,26,1,491,"Noun","n"
"porcupine",0,5,0,0,29,1,33,"Noun","n"
"pore",0,4.42,0.99,0,26,1,24,"Noun","n"
"pored",0,3,1.52,4,30,0.87,3,"Verb","v"
"pork",0,4.79,0.82,0,29,1,537,"Noun","n"
"pork belly",1,4.46,0.96,0,28,1,0,"#N/A","f"
"pork roast",1,4.93,0.26,0,28,1,0,"#N/A","f"
"porker",0,3.33,1.34,4,28,0.86,31,"Noun","n"
"porkpie",0,4.17,1.19,4,27,0.85,4,"Noun","n"
"porky",0,3.08,1.5,2,27,0.93,30,"Adjective","a"
"porn",0,4.26,1.02,0,27,1,592,"Noun","n"
"porno",0,3.53,1.57,0,30,1,230,"Noun","n"
"pornographer",0,4.15,1.08,1,27,0.96,19,"Noun","n"
"pornographic",0,2.71,1.36,0,28,1,78,"Adjective","a"
"pornographically",0,2.5,1.38,2,26,0.92,0,"#N/A","f"
"pornography",0,4.11,1.23,0,28,1,136,"Noun","n"
"pornstar",0,4.22,1.15,1,28,0.96,0,"#N/A","f"
"porous",0,3.76,1.2,1,26,0.96,15,"Adjective","a"
"porously",0,2.74,1.42,4,27,0.85,0,"#N/A","f"
"porridge",0,4.89,0.31,1,29,0.97,42,"Noun","n"
"port",0,4.41,1.18,0,29,1,741,"Noun","n"
"portabella",0,4.42,1.21,2,26,0.92,0,"#N/A","f"
"portability",0,2.24,1.24,0,29,1,1,"Noun","n"
"portable",0,2.62,1.45,0,29,1,204,"Adjective","a"
"portably",0,2.42,1.25,3,27,0.89,0,"#N/A","f"
"portal",0,3.63,1.52,0,27,1,222,"Noun","n"
"ported",0,2.52,1.41,4,27,0.85,0,"#N/A","f"
"porter",0,4.15,1.12,3,29,0.9,795,"Name","f"
"portfolio",0,4,1.21,0,27,1,104,"Noun","n"
"porthole",0,4.31,1.38,2,28,0.93,28,"Noun","n"
"portion",0,3.78,1.34,0,27,1,221,"Noun","n"
"portliness",0,3.29,1.49,4,28,0.86,0,"#N/A","f"
"portly",0,2.55,1.4,1,30,0.97,8,"Adjective","a"
"portrait",0,4.9,0.31,0,29,1,277,"Noun","n"
"portrait painter",1,4.3,1.14,1,28,0.96,0,"#N/A","f"
"portray",0,2.18,1.33,0,28,1,43,"Verb","v"
"portrayal",0,2.24,1.24,1,30,0.97,18,"Noun","n"
"portrayer",0,2.96,1.19,1,28,0.96,1,"Noun","n"
"portside",0,4.07,1.09,1,29,0.97,19,"Noun","n"
"pose",0,3.33,1.39,0,27,1,347,"Verb","v"
"poser",0,3.6,1.54,0,30,1,17,"Noun","n"
"posh",0,2.41,1.31,1,28,0.96,65,"Adjective","a"
"posing",0,3.35,1.44,0,26,1,165,"Verb","v"
"position",0,2.62,1.57,0,29,1,3676,"Noun","n"
"positional",0,1.87,1.06,2,25,0.92,7,"Adjective","a"
"positioned",0,2.42,1.24,0,26,1,32,"Verb","v"
"positioning",0,2.37,1.24,0,27,1,43,"Noun","n"
"positive",0,2.44,1.42,0,27,1,1613,"Adjective","a"
"positively",0,1.74,0.86,0,27,1,310,"Adverb","r"
"positivism",0,1.48,0.82,4,29,0.86,0,"#N/A","f"
"positivity",0,1.86,1.09,0,29,1,12,"Noun","n"
"posse",0,3.89,1.07,1,29,0.97,221,"Noun","n"
"possess",0,2.6,1.52,0,30,1,280,"Verb","v"
"possessed",0,2.57,1.4,1,29,0.97,340,"Verb","v"
"possessing",0,2.07,1.16,0,29,1,36,"Verb","v"
"possession",0,2.96,1.57,0,28,1,680,"Noun","n"
"possessive",0,2.36,1.06,0,28,1,65,"Adjective","a"
"possessively",0,2.07,1.07,0,27,1,0,"#N/A","f"
"possessiveness",0,1.73,0.94,0,30,1,3,"Noun","n"
"possessor",0,3.21,1.29,2,30,0.93,10,"Noun","n"
"possibility",0,1.33,0.61,0,30,1,1035,"Noun","n"
"possible",0,1.56,1.01,0,27,1,5816,"Adjective","a"
"possibly",0,1.74,0.96,0,31,1,2494,"Adverb","r"
"possum",0,4.73,0.83,0,26,1,105,"Noun","n"
"post",0,4.3,1.35,0,27,1,1654,"Noun","n"
"post office",1,4.9,0.41,0,29,1,0,"#N/A","f"
"postage",0,4.37,0.93,1,28,0.96,48,"Noun","n"
"postage stamp",1,4.81,0.79,0,27,1,0,"#N/A","f"
"postal",0,3.07,1.41,1,30,0.97,96,"Adjective","a"
"postal code",1,3.64,1.5,0,25,1,0,"#N/A","f"
"postal service",1,4.25,1,0,28,1,0,"#N/A","f"
"postbag",0,4.36,1.22,3,28,0.89,0,"#N/A","f"
"postbox",0,4.54,0.9,1,27,0.96,0,"#N/A","f"
"postcard",0,4.93,0.38,0,28,1,211,"Noun","n"
"postclassical",0,1.85,1.22,3,29,0.9,0,"#N/A","f"
"postcode",0,3.96,1.56,4,30,0.87,0,"#N/A","f"
"postcolonial",0,2.15,1.29,2,28,0.93,0,"#N/A","f"
"postdate",0,2.56,1.37,2,29,0.93,1,"Verb","v"
"postdoctoral",0,2.28,1.46,1,26,0.96,3,"Noun","n"
"posted",0,3.48,1.21,0,29,1,367,"Verb","v"
"postelection",0,2.91,1.59,4,27,0.85,0,"#N/A","f"
"poster",0,4.66,1.04,0,29,1,305,"Noun","n"
"posterior",0,3.47,1.43,0,30,1,31,"Adjective","a"
"posteriors",0,3.92,1.38,0,26,1,1,"Noun","n"
"posterity",0,2.11,1.2,1,29,0.97,33,"Noun","n"
"postgraduate",0,2.96,1.4,0,28,1,12,"Noun","n"
"posthaste",0,2.82,1.4,3,25,0.88,12,"Verb","v"
"posthumous",0,2.58,1.5,3,27,0.89,13,"Adjective","a"
"posthumously",0,2.22,1.5,2,29,0.93,10,"Adverb","r"
"postimpressionist",0,2.38,1.61,3,27,0.89,0,"#N/A","f"
"posting",0,3,1.36,0,28,1,53,"Verb","v"
"postman",0,4.74,0.71,0,27,1,128,"Noun","n"
"postmark",0,4.33,1.11,0,27,1,19,"Noun","n"
"postmaster",0,4.59,0.89,2,29,0.93,17,"Noun","n"
"postmenstrual",0,3.04,1.32,2,30,0.93,0,"#N/A","f"
"postmodern",0,2.08,1.1,2,26,0.92,14,"Adjective","a"
"postmodernism",0,2.1,1.4,0,29,1,1,"Noun","n"
"postmodernist",0,2.22,1.12,1,28,0.96,2,"Adjective","a"
"postmortem",0,3.7,1.35,1,28,0.96,67,"Noun","n"
"postnasal",0,3.29,1.56,2,30,0.93,2,"Noun","n"
"postnatal",0,3.08,1.5,3,28,0.89,3,"Adjective","a"
"postnuptial",0,2.73,1.35,3,25,0.88,0,"#N/A","f"
"postoperative",0,2.26,1.36,4,27,0.85,6,"Adjective","a"
"postpaid",0,3.16,1.28,4,29,0.86,0,"#N/A","f"
"postpartum",0,2.79,1.55,0,28,1,19,"Noun","n"
"postpone",0,2.29,1.24,0,28,1,199,"Verb","v"
"postponement",0,3.03,1.24,0,29,1,26,"Noun","n"
"postponer",0,2.25,1.11,3,27,0.89,0,"#N/A","f"
"postscript",0,4.15,1.03,2,29,0.93,16,"Noun","n"
"postseason",0,3,1.59,1,28,0.96,0,"#N/A","f"
"postsurgical",0,2.56,1.34,0,27,1,0,"#N/A","f"
"posttraumatic",0,1.96,1.19,1,28,0.96,8,"Adjective","a"
"postulate",0,1.65,0.83,4,27,0.85,3,"Verb","v"
"postural",0,2.21,1.22,3,27,0.89,6,"Adjective","a"
"posture",0,3.39,1.31,0,28,1,88,"Noun","n"
"postwar",0,2.92,1.41,0,26,1,15,"Adjective","a"
"posy",0,4.12,1.37,4,30,0.87,9,"Noun","n"
"pot",0,4.81,0.62,0,27,1,1149,"Noun","n"
"pot roast",1,4.85,0.46,0,27,1,0,"#N/A","f"
"potassium",0,4.23,1.14,0,30,1,84,"Noun","n"
"potato",0,4.85,0.77,0,27,1,576,"Noun","n"
"potbellied",0,3.68,1.22,2,27,0.93,8,"Adjective","a"
"potbelly",0,4.48,0.99,0,29,1,5,"Adverb","r"
"potboiler",0,4.16,1.14,4,29,0.86,1,"Noun","n"
"potency",0,2.32,1.44,0,25,1,24,"Noun","n"
"potent",0,2.38,1.15,0,29,1,76,"Adjective","a"
"potential",0,1.91,1.28,0,32,1,960,"Adjective","a"
"potentiality",0,1.38,0.65,1,25,0.96,2,"Noun","n"
"potentially",0,1.63,0.84,0,27,1,171,"Adverb","r"
"potentiate",0,2.07,1.28,1,30,0.97,1,"Verb","v"
"potently",0,2.41,1.37,2,29,0.93,0,"#N/A","f"
"pothead",0,3.89,1.13,0,28,1,21,"Noun","n"
"potholder",0,4.55,1.02,0,29,1,0,"#N/A","f"
"pothole",0,4.81,0.63,0,26,1,25,"Noun","n"
"pothook",0,4.08,1.38,3,29,0.9,0,"#N/A","f"
"potion",0,4.38,0.9,0,29,1,380,"Noun","n"
"potluck",0,3.88,1.3,1,26,0.96,22,"Noun","n"
"potpie",0,4.85,0.53,0,27,1,10,"Noun","n"
"potpourri",0,4.59,0.87,1,30,0.97,24,"Noun","n"
"potshot",0,2.79,1.35,3,27,0.89,7,"Noun","n"
"potted",0,3.71,0.98,0,28,1,24,"Adjective","a"
"potter",0,4.12,1.28,3,29,0.9,1039,"Name","f"
"pottery",0,4.72,0.92,0,29,1,94,"Noun","n"
"potting",0,3.78,1.41,3,26,0.88,10,"Verb","v"
"potty",0,4.12,1.07,0,26,1,86,"Noun","n"
"pouch",0,4.5,1,0,28,1,87,"Noun","n"
"pouched",0,3.09,1.19,3,25,0.88,2,"Verb","v"
"poultry",0,4.72,0.8,0,29,1,51,"Noun","n"
"pounce",0,3.66,1.34,0,29,1,56,"Verb","v"
"pounced",0,3.65,1.47,1,24,0.96,9,"Verb","v"
"pouncing",0,3.67,1.12,0,30,1,6,"Verb","v"
"pound",0,4.61,0.69,0,28,1,708,"Noun","n"
"poundage",0,2.6,1.41,4,29,0.86,4,"Noun","n"
"pounder",0,3,1.35,1,26,0.96,12,"Noun","n"
"pounding",0,3.54,1.45,0,28,1,310,"Noun","n"
"pour",0,4.14,0.97,0,28,1,771,"Verb","v"
"pour down",1,3.75,1.26,1,25,0.96,0,"#N/A","f"
"pour out",1,3.69,1.54,0,29,1,0,"#N/A","f"
"pourer",0,4.08,0.89,3,29,0.9,4,"Noun","n"
"pouring",0,3.8,1.21,0,30,1,302,"Verb","v"
"pout",0,3.23,1.48,0,26,1,55,"Verb","v"
"pouting",0,2.79,1.5,0,29,1,47,"Verb","v"
"poverty",0,2.54,1.43,0,28,1,221,"Noun","n"
"poverty line",1,1.92,1.35,3,29,0.9,0,"#N/A","f"
"powder",0,4.76,0.6,0,25,1,818,"Noun","n"
"powdered",0,3.88,1.37,0,26,1,107,"Adjective","a"
"powdered milk",1,4.87,0.51,0,30,1,0,"#N/A","f"
"powdering",0,3.87,0.97,0,30,1,10,"Verb","v"
"powderpuff",0,4.35,1.06,2,28,0.93,1,"Noun","n"
"powdery",0,3.55,1.12,0,29,1,5,"Adjective","a"
"power",0,2.04,1.34,0,27,1,7600,"Noun","n"
"power broker",1,3.12,1.42,2,27,0.93,0,"#N/A","f"
"power cable",1,4.76,0.52,0,25,1,0,"#N/A","f"
"power company",1,4.07,1.36,0,27,1,0,"#N/A","f"
"power grid",1,3.53,1.53,0,30,1,0,"#N/A","f"
"power line",1,4.86,0.74,0,29,1,0,"#N/A","f"
"power plant",1,4.86,0.35,0,29,1,0,"#N/A","f"
"power play",1,2.7,1.24,1,31,0.97,0,"#N/A","f"
"power station",1,4.4,1.19,0,30,1,0,"#N/A","f"
"powerboat",0,4.76,0.69,0,29,1,4,"Noun","n"
"powered",0,3.07,1.46,0,28,1,70,"Verb","v"
"powerful",0,2.17,1.28,0,29,1,1791,"Adjective","a"
"powerfully",0,2.77,1.3,0,30,1,8,"Adverb","r"
"powerfulness",0,2.21,1.11,0,29,1,0,"#N/A","f"
"powerhouse",0,2.79,1.52,0,29,1,28,"Noun","n"
"powerless",0,2.11,1.23,0,28,1,192,"Adjective","a"
"powerlessly",0,1.82,0.98,2,30,0.93,0,"#N/A","f"
"powerlessness",0,1.81,1.14,1,28,0.96,4,"Noun","n"
"powerpoint",0,3.76,1.39,0,25,1,0,"#N/A","f"
"powers",0,1.77,1.04,0,30,1,1826,"Noun","n"
"powertrain",0,4.11,1.05,3,30,0.9,0,"#N/A","f"
"powwow",0,4.07,1.14,2,29,0.93,34,"Noun","n"
"pox",0,3.74,1.2,2,29,0.93,75,"Noun","n"
"practicability",0,1.68,0.84,4,26,0.85,0,"#N/A","f"
"practicable",0,1.93,1.11,1,28,0.96,0,"#N/A","f"
"practicably",0,1.52,0.67,3,26,0.88,0,"#N/A","f"
"practical",0,2.14,1.43,0,28,1,577,"Adjective","a"
"practical joke",1,3.17,1.31,0,29,1,0,"#N/A","f"
"practicality",0,1.7,1.18,0,30,1,7,"Noun","n"
"practically",0,1.62,1.04,0,32,1,1165,"Adverb","r"
"practice",0,2.52,1.33,0,29,1,2330,"Noun","n"
"practiced",0,2.12,1.15,0,24,1,170,"Verb","v"
"practitioner",0,3.89,1.28,0,27,1,43,"Noun","n"
"pragmatic",0,1.84,0.99,2,27,0.93,30,"Adjective","a"
"pragmatics",0,1.81,0.85,3,29,0.9,0,"#N/A","f"
"pragmatism",0,1.63,0.74,2,29,0.93,11,"Noun","n"
"pragmatist",0,2.27,1.35,4,26,0.85,9,"Noun","n"
"prairie",0,4.8,0.5,0,25,1,143,"Noun","n"
"praise",0,2.61,1.37,0,28,1,482,"Verb","v"
"praiseful",0,2.22,1.17,4,27,0.85,0,"#N/A","f"
"praiseworthy",0,2.07,1.04,0,27,1,4,"Adjective","a"
"praising",0,2.53,1.43,0,30,1,23,"Verb","v"
"prance",0,3.83,1.44,0,29,1,39,"Noun","n"
"prancing",0,3.54,1.43,0,28,1,46,"Verb","v"
"prank",0,2.9,1.32,0,29,1,204,"Noun","n"
"pranker",0,3.12,1.33,0,25,1,0,"#N/A","f"
"prankish",0,1.82,0.82,0,28,1,0,"#N/A","f"
"prankster",0,3.59,1.15,0,27,1,11,"Noun","n"
"prawn",0,4.62,1.07,3,24,0.88,26,"Noun","n"
"pray",0,3.21,1.5,0,29,1,1847,"Verb","v"
"prayer",0,3.28,1.46,0,29,1,805,"Noun","n"
"prayer book",1,4.83,0.46,0,30,1,0,"#N/A","f"
"prayerful",0,2.22,1.4,2,29,0.93,1,"Adjective","a"
"prayerfully",0,1.92,0.95,4,29,0.86,0,"#N/A","f"
"praying",0,3.52,1.42,0,25,1,520,"Verb","v"
"praying mantis",1,4.93,0.38,0,28,1,0,"#N/A","f"
"preach",0,3.37,1.4,0,30,1,122,"Verb","v"
"preacher",0,4.7,0.61,0,27,1,342,"Noun","n"
"preaching",0,3.61,1.37,0,28,1,106,"Verb","v"
"preachy",0,1.86,0.95,0,29,1,9,"Adjective","a"
"preadolescence",0,2.93,1.49,1,30,0.97,0,"#N/A","f"
"preadolescent",0,3.04,1.56,3,29,0.9,4,"Adjective","a"
"preamble",0,2.97,1.45,0,29,1,16,"Noun","n"
"preamplifier",0,3.13,1.52,4,27,0.85,0,"#N/A","f"
"preannouncement",0,2.71,1.43,2,26,0.92,0,"#N/A","f"
"preapproval",0,1.96,1.07,1,29,0.97,0,"#N/A","f"
"prearrange",0,2.48,1.47,3,26,0.88,2,"Verb","v"
"prearranged",0,2.27,1.22,1,27,0.96,16,"Adjective","a"
"prearrangement",0,2.23,1.31,0,26,1,2,"Noun","n"
"preassigned",0,2.35,1.27,3,26,0.88,2,"#N/A","f"
